n,design,distr,etaX1,etaX2,etaX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
20,2x3,norm,0.014050123622217,0.125452220202442,0.00351220396096154,0.014050123622217,0.125452220202442,0.00351220396096154,0.00827101678287995,0.130434171854527,0.00467747854843679,0.0102357352495744,0.133078237659686,0.00368557990048024,0.0126454030358498,0.135744972707146,0.00406783543561023
20,2x3,norm,0.133708212653509,0.0251214644416517,0.0644669090771866,0.133708212653509,0.0251214644416517,0.0644669090771866,0.129971468531468,0.021940024980158,0.0589842213647926,0.135852362695589,0.0211923144823724,0.0708454492808135,0.129297973570158,0.0226594205154203,0.0608076829657012
20,2x3,norm,0.225784549639598,0.221577734935004,0.0437704719516303,0.225784549639598,0.221577734935004,0.0437704719516303,0.20728055429542,0.221815501886372,0.0376554375477663,0.225338618755147,0.231417018913729,0.0510861398218354,0.219330787660852,0.21755915751484,0.0419239439136081
20,2x3,norm,0.284985122496292,0.0118967296621705,0.0370318600119215,0.284985122496292,0.0118967296621705,0.0370318600119215,0.311457628355654,0.0129356028242844,0.0391295076192037,0.305972437471189,0.0132159539939745,0.0329874140003797,0.284488324831954,0.0133072022888658,0.0334816835447294
20,2x3,norm,0.00408759232606489,0.186008706322325,0.0705300374080351,0.00408759232606489,0.186008706322325,0.0705300374080351,0.00715431142846929,0.200167519962242,0.0673746755760612,0.00710456622360472,0.192825567135554,0.0642820827602502,0.00332665202491064,0.177471409177354,0.0661663290857518
20,2x3,norm,0.093514509851184,0.0837993410357463,0.0347004041321695,0.093514509851184,0.0837993410357463,0.0347004041321695,0.110058491298162,0.0821234517794406,0.0522872552450107,0.117791438051457,0.0889245454283342,0.03839791563021,0.0927401974898203,0.0772342837021158,0.0415562034871065
20,2x3,norm,0.367422375531142,0.0861995898823387,0.0223755554627987,0.367422375531142,0.0861995898823387,0.0223755554627987,0.373909800470223,0.0804584308180329,0.0200687118529397,0.382863101153441,0.0804299823503303,0.0202395402993472,0.359690289481886,0.0864388563129149,0.0227194272051412
20,2x3,norm,0.0039856022709804,0.0150275866765204,0.0591721572363254,0.0039856022709804,0.0150275866765204,0.0591721572363254,0.00853915524005651,0.0198097014911417,0.0654860528582699,0.00585938314817218,0.0138490552783287,0.0598289013203138,0.00363248586062011,0.014441939086476,0.0676488847131841
20,2x3,norm,0.036308230504105,0.300472509859562,0.0511850054456501,0.036308230504105,0.300472509859562,0.0511850054456501,0.0156242394907766,0.294167559160917,0.0481737363292096,0.033698545419597,0.301725885278918,0.0423151514997127,0.0309341357528789,0.293721738041413,0.0400884739572364
20,2x3,norm,0.0512016253335901,0.0995269294355128,0.0236372390773653,0.0512016253335901,0.0995269294355128,0.0236372390773653,0.0533758729579818,0.105708767309209,0.0172925759454749,0.0507605151253482,0.0986396026776074,0.0099828781084387,0.0531839702729451,0.0914374975086348,0.0254230119380688
