n,design,distr,effectX1,effectX2,effectX1X2,etaX1,etaX2,etaX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
20,2x3,norm,-1.54076278209686,-1.29690103325993,0,0.247663644649807,0.0240036877692248,0.0268782894800268,0.247663644649807,0.0240036877692248,0.0268782894800268,0.285727864868858,0.0119066915333014,0.0107230585841495,0.286046776661906,0.0193100989430164,0.0172485164354064,0.26738395043202,0.0151017186500915,0.0173564821613448
20,2x3,norm,-0.0106291575357318,-1.89364406932145,0,0.000460085685941657,0.190448901224503,0.0242923757249221,0.000460085685941657,0.190448901224503,0.0242923757249221,0.000686592496367927,0.142921447244433,0.0193417944223004,0.000122660750507556,0.146684255641274,0.0191799417845527,0.00120334718345247,0.170341580606129,0.0235975836628195
20,2x3,norm,0.156019456684589,1.908995998092,0,0.0208382861363344,0.365114215650868,0.0387118557968513,0.0208382861363344,0.365114215650868,0.0387118557968513,0.019821095100699,0.346129189470875,0.0311789988528955,0.0277268375202133,0.365467523420902,0.0410922519034783,0.0221242656285121,0.355552681740102,0.0356492105484401
20,2x3,norm,1.26529853139073,-1.82157893106341,0,0.198304684219165,0.278362348301202,0.00419035625520112,0.198304684219165,0.278362348301202,0.00419035625520112,0.207622037663633,0.281538822967894,0.00105647379625418,0.198011123946235,0.287398619145051,0.00348417182394546,0.198432911922648,0.274462856182546,0.00329148039412944
20,2x3,norm,1.10182249732316,0.50457938760519,0,0.136219070513196,0.0485895075272969,0.018948677979495,0.136219070513196,0.0485895075272969,0.018948677979495,0.110054091809081,0.0561779061190539,0.0137578921474841,0.114862138596303,0.0437723583109614,0.0149750092107917,0.125750014720011,0.0469220315563046,0.0223271156731517
20,2x3,norm,1.65527720283717,0.965737630613148,0,0.271528547819743,0.0325601613716788,0.0171895465203332,0.271528547819743,0.0325601613716788,0.0171895465203332,0.275513670433611,0.0298931505456271,0.0257288222692518,0.282390818850799,0.0265725762554227,0.0199237775104036,0.271376360475158,0.0339715327522934,0.0174818810289911
20,2x3,norm,0.1414561169222,1.23130305111408,0,0.000352132988008961,0.153580917830526,0.0125153918819625,0.000352132988008961,0.153580917830526,0.0125153918819625,0.000713808783223601,0.14719324187265,0.0128490881771065,0.000300183862615933,0.146803828991361,0.0107418514074565,1.44036901817291e-05,0.152075823017722,0.0148420921123138
20,2x3,norm,1.29679134953767,-1.8636956429109,0,0.334144675939127,0.18635742419088,0.00281181309138429,0.334144675939127,0.18635742419088,0.00281181309138429,0.344056482492123,0.187769850792536,4.04400938941792e-05,0.354287634041383,0.186261547774211,0.00454088352530128,0.331830089711165,0.18265062045409,0.000531857011780841
20,2x3,norm,-0.0678902706131339,-0.201694928109646,0,4.5363917281918e-05,0.0238802366483214,0.0166744214343498,4.5363917281918e-05,0.0238802366483214,0.0166744214343498,0.000949160713786066,0.011633292060893,0.0208457188983303,0.00101126952631224,0.011171963922446,0.0223347850456227,0.000147197959963651,0.0197239205553637,0.0177323375534253
20,2x3,norm,-0.3993647005409,0.532765095122159,0,0.00322660436213135,0.0564467947273755,0.00469768933009935,0.00322660436213135,0.0564467947273755,0.00469768933009935,0.00237526695166242,0.0604279018414767,0.00418165441539974,0.00089065516445608,0.0607772032782478,0.00416599167264851,0.00359894319054532,0.0539352263485675,0.00385659013555242
20,2x3,norm,-1.62917216029018,-0.122994100674987,0,0.293211063695366,0.00688446796590208,0.0144641543454461,0.293211063695366,0.00688446796590208,0.0144641543454461,0.315570131523764,0.0110086746800482,0.01788010038284,0.316288697271461,0.00707789436812553,0.0164463968751024,0.287053092709771,0.00656572060840634,0.0148089073435752
20,2x3,norm,1.57066048122942,-0.0691507961601019,0,0.221271501446051,0.027506823999519,0.0365850730843407,0.221271501446051,0.027506823999519,0.0365850730843407,0.208685622064092,0.0289653708173186,0.0284389892319719,0.212250593403109,0.0311966576622744,0.0329432956221466,0.218560452819248,0.0211376591390897,0.0412120791285708
20,2x3,norm,1.52524965442717,1.77277991268784,0,0.280484630275747,0.286369890561425,0.0116229666883651,0.280484630275747,0.286369890561425,0.0116229666883651,0.285681290067532,0.317186450436618,0.0176217799695155,0.296522775020394,0.310434922603117,0.0160429320381866,0.277890871082591,0.276441921653071,0.0166883149196053
20,2x3,norm,1.13453754037619,-0.598621042445302,0,0.132034067611222,0.065555946856969,0.0115603840479195,0.132034067611222,0.065555946856969,0.0115603840479195,0.123862967503025,0.0520170470204792,0.00834057776328048,0.125549413109523,0.0602457143930053,0.00942537986115607,0.126851123533459,0.0601102931340501,0.0126912988092607
20,2x3,norm,-1.47362973634154,1.05473150312901,0,0.179267542265304,0.0660521698811428,0.000976223298887246,0.179267542265304,0.0660521698811428,0.000976223298887246,0.174279129581356,0.0697763119050068,0.00297956907299832,0.167158075477054,0.0646498889644328,0.00415881433895162,0.180848033879692,0.0699737729143871,0.00119530733008383
20,2x3,norm,-0.467106963507831,-0.279429961927235,0,0.0395606124014456,0.0641501766248943,0.000954128048525224,0.0395606124014456,0.0641501766248943,0.000954128048525224,0.0376346849262463,0.0437640311602416,0.00331739935474863,0.0338049416595797,0.0470367173808203,0.00279993565070324,0.0406945828772416,0.0598945443039386,0.00182976269564492
20,2x3,norm,-0.00198575854301453,0.344552825205028,0,0.0126972334621201,0.0589532344612981,0.0101445505967625,0.0126972334621201,0.0589532344612981,0.0101445505967625,0.0162451313059365,0.0483124340167161,0.0125615803071393,0.0131344994634342,0.0495303551292002,0.0130963071412988,0.0118140220323367,0.0637720604296232,0.0131169491841626
20,2x3,norm,-1.80145039595664,0.372161243110895,0,0.221856955563204,0.00264628081121225,0.0374395119842988,0.221856955563204,0.00264628081121225,0.0374395119842988,0.208152660477841,0.00396429281846312,0.0414302743853558,0.20993001900318,0.00324294698155537,0.0418207387325152,0.22284458412719,0.00413123635163667,0.0388514039498447
20,2x3,norm,0.362509028054774,0.680064724758267,0,0.0433973748728319,0.110582333018623,0.0250705744560627,0.0433973748728319,0.110582333018623,0.0250705744560627,0.0354143684333133,0.132209981502768,0.0207436753574201,0.0324850169373751,0.121785380834057,0.0170271514035896,0.0420902169973626,0.113821287249349,0.0268331139921897
20,2x3,norm,-0.0454803174361587,1.70979453530163,0,0.00325438162277309,0.156203468200506,0.0249669156636453,0.00325438162277309,0.156203468200506,0.0249669156636453,0.00148519335522988,0.151326554142859,0.0252413834570593,0.00270173924463866,0.148990625299603,0.0259665117057054,0.00505830209174367,0.151216949904542,0.0219366248398117
20,2x3,norm,-1.7206811318174,-1.6523867873475,0,0.272186651223286,0.247507636934665,0.0147328982409635,0.272186651223286,0.247507636934665,0.0147328982409635,0.263925600486628,0.251674406350851,0.00338312847601316,0.288195555596841,0.245674157987274,0.0114102917275965,0.27408317671628,0.251813234219639,0.00563115988181591
20,2x3,norm,-0.682964959181845,1.3092087591067,0,0.0219014504767073,0.289064644024697,0.0277261575796835,0.0219014504767073,0.289064644024697,0.0277261575796835,0.0298574010525728,0.297729018165261,0.0219396734233557,0.0208555212907065,0.290802722724699,0.0190968505571561,0.0221049217483926,0.273493948406978,0.0277073669000957
20,2x3,norm,1.44331113249063,0.935126412659883,0,0.206544541489491,0.111390021915839,0.0102656579454858,0.206544541489491,0.111390021915839,0.0102656579454858,0.208579602398562,0.109582057143104,0.0094743873631294,0.223494859954741,0.115852387288631,0.0142218088445714,0.191451772691881,0.115893130094658,0.0153084794208556
20,2x3,norm,-0.356551501899958,0.880649171769619,0,0.00671621484235011,0.114875764783483,0.0152783462153265,0.00671621484235011,0.114875764783483,0.0152783462153265,0.00625114658828043,0.103576375861139,0.0233703229175681,0.00615635220664989,0.104956471851867,0.0178629919604892,0.00452848018208201,0.114700636569659,0.0211220667513871
20,2x3,norm,-0.993724034167826,0.317691223695874,0,0.0770314748695732,0.00312848304076169,0.0226801866015061,0.0770314748695732,0.00312848304076169,0.0226801866015061,0.0853762218366924,0.0029838226156557,0.0267406746171663,0.0863842737441255,0.00305357593477254,0.0293367385387932,0.0747838421227296,0.00373456731171157,0.0214260208362043
20,2x3,norm,-0.762216636911035,0.493794150650501,0,0.203011477723494,0.0877771258664018,0.0383355416366497,0.203011477723494,0.0877771258664018,0.0383355416366497,0.213013450127375,0.0850329537450158,0.0601155256029778,0.212781840118266,0.0785745606931805,0.0547589185545351,0.212689039378949,0.0840328178804126,0.0467612965452439
20,2x3,norm,-1.18139095231891,0.77912057749927,0,0.116736918488263,0.0982232975869554,0.0372272359671786,0.116736918488263,0.0982232975869554,0.0372272359671786,0.113615960179,0.111071893248091,0.036108150511295,0.121421160540161,0.1061341156509,0.0377588295655894,0.114681607886678,0.101781501317516,0.0385049351605793
20,2x3,norm,1.07768054958433,0.233888021670282,0,0.144259008718281,0.00606084752847611,0.0102733515047835,0.144259008718281,0.00606084752847611,0.0102733515047835,0.143155676731937,0.00450932602243086,0.0114641727509317,0.145649095484906,0.00360913545700374,0.00826046700751162,0.140743213391839,0.00546549097162003,0.00903372911260994
20,2x3,norm,1.42732855957001,0.556457614526153,0,0.250881564892556,0.0730040602746004,0.0156301302614105,0.250881564892556,0.0730040602746004,0.0156301302614105,0.261116509031853,0.0652672226293077,0.0100315496894058,0.264028795998505,0.0634797596964487,0.00994837395530931,0.2562876482662,0.0647873917107905,0.0105379865080484
20,2x3,norm,-0.00605725310742855,0.799537378363311,0,1.28087550155037e-05,0.0163135937309691,0.0188840432783807,1.28087550155037e-05,0.0163135937309691,0.0188840432783807,0.000105094284586744,0.0135101297759621,0.0154878329493405,7.50459135067243e-05,0.012263690888857,0.0149448776720964,4.60674847342081e-07,0.0179575612605579,0.0196115840543895
20,2x3,norm,0.642523745074868,0.896120140329003,0,0.0797272925014653,0.079571866606461,0.023890289849645,0.0797272925014653,0.079571866606461,0.023890289849645,0.0734732452797167,0.0727895807605329,0.0208437706756262,0.0723759181298685,0.0728924992086307,0.0205411402697024,0.0862445954305655,0.0762383004669048,0.0208288816899149
20,2x3,norm,0.756180005148053,1.82494506333023,0,0.118379793118991,0.263039600971869,0.0159840384281403,0.118379793118991,0.263039600971869,0.0159840384281403,0.104419133675989,0.251350987584984,0.0141382054562844,0.112204552055958,0.247601257011129,0.0144058969745149,0.115816800390929,0.256645994742708,0.0189657051217003
20,2x3,norm,1.42929891869426,1.89508920442313,0,0.276669545862644,0.244253623354676,0.00246008740708384,0.276669545862644,0.244253623354676,0.00246008740708384,0.26468108105619,0.240583928198036,0.0137414457343461,0.278366364373287,0.238129581128642,0.00141737374055803,0.269673277521907,0.241690121817231,0.00323574115762165
20,2x3,norm,-1.57991807628423,0.675413146615028,0,0.331547945517772,0.125727695479189,0.000578042396193497,0.331547945517772,0.125727695479189,0.000578042396193497,0.362929800716887,0.139139515390426,0.00063969631153871,0.390325836043151,0.151829720569364,0.00217028421350811,0.300785355203568,0.121297607715413,0.000865708261545418
20,2x3,norm,1.39312870893627,1.59311652556062,0,0.127108536036384,0.152284103419219,0.0292056286228913,0.127108536036384,0.152284103419219,0.0292056286228913,0.117638010273121,0.151649219017851,0.0293989769377413,0.108368332253949,0.127848264022824,0.0266864358550242,0.123899702262593,0.158197021117938,0.0267574326884976
20,2x3,norm,-0.0262180678546429,-1.91458851937205,0,0.00283867914129552,0.37931751621824,0.000673178523631901,0.00283867914129552,0.37931751621824,0.000673178523631901,0.00181766745275725,0.393704126138705,0.00100815060245453,0.000891825551126833,0.391757375040547,0.000793420281436285,0.0032369139565807,0.365742633526471,0.000774956308403091
20,2x3,norm,0.802717089653015,1.22036705352366,0,0.241708714760371,0.135299391623191,0.0306928193528057,0.241708714760371,0.135299391623191,0.0306928193528057,0.22630318354499,0.114555612729205,0.0287533930394047,0.250119554589645,0.148892467847723,0.059410808372433,0.230426171958322,0.127275460553869,0.0227011172508483
20,2x3,norm,-0.848926630802453,-1.18449324835092,0,0.0951209372259742,0.0915669792714397,0.00202353179535682,0.0951209372259742,0.0915669792714397,0.00202353179535682,0.0805971498312944,0.0869689491170495,0.0033079620725699,0.0896732227325573,0.092944340543333,0.00188575273783992,0.0933861872698516,0.0891442885091421,0.00236573978166801
20,2x3,norm,-1.55118400044739,-1.56748674064875,0,0.163437800367177,0.025065792927871,0.00957244871946721,0.163437800367177,0.025065792927871,0.00957244871946721,0.150185513792547,0.0174958128577476,0.00426074834807397,0.147296753302768,0.0232583031485433,0.00875740253412102,0.164008409934029,0.0240161809331071,0.00704931942952287
20,2x3,norm,1.74494740273803,-0.522958896122873,0,0.342470152973444,0.0547770843032164,0.0288684738483334,0.342470152973444,0.0547770843032164,0.0288684738483334,0.384226193037698,0.0689660364815448,0.0262834998601125,0.371782104839029,0.0665121810473137,0.024343650106733,0.349545269290086,0.0664680886938262,0.0313050381723094
20,2x3,norm,0.405164032243192,-1.00916251819581,0,0.0125654966997975,0.0792561046494587,0.0521663246747234,0.0125654966997975,0.0792561046494587,0.0521663246747234,0.0145848352384451,0.0729915975764186,0.0515762955633416,0.0141283765022791,0.0620703323985582,0.0406798148253838,0.0155065974821968,0.0724108199747359,0.057762446476572
20,2x3,norm,0.995758601464331,0.989605810493231,0,0.233421243526401,0.0344906021076142,0.00703588403720967,0.233421243526401,0.0344906021076142,0.00703588403720967,0.214567971091828,0.0327940498739809,0.00595974351664298,0.219008893793955,0.0263502006262556,0.0101679432933736,0.223955811202683,0.0330705903621132,0.00849700933675349
20,2x3,norm,0.962998924776912,-1.19596750196069,0,0.12952898454528,0.110989015335624,0.00358645740030514,0.12952898454528,0.110989015335624,0.00358645740030514,0.109043007594555,0.112432817677512,0.00224977470460145,0.113682553764888,0.106971187793491,0.00328359437126003,0.121323622114531,0.118802543608724,0.00376734557138438
20,2x3,norm,0.287146325223148,1.56800088845193,0,0.000199797813002174,0.328379039947947,0.0924989088574662,0.000199797813002174,0.328379039947947,0.0924989088574662,0.000571628233004238,0.318274517487569,0.0712652409291459,0.000727592145624173,0.326739985527984,0.0765219345270429,0.000139563420198196,0.330838753243206,0.085020019027922
20,2x3,norm,0.348972257226706,-0.22780310548842,0,0.0711463730280965,0.00234466224032979,0.0189550673540204,0.0711463730280965,0.00234466224032979,0.0189550673540204,0.0727182262321648,0.00418761364035374,0.0206744895186229,0.0711473812220577,0.0062926169384642,0.0240960547183971,0.0769482619905173,0.00114356813042107,0.0176650827425188
20,2x3,norm,-1.63242156803608,1.89957540668547,0,0.250158795782466,0.256963284208018,0.0133244920091307,0.250158795782466,0.256963284208018,0.0133244920091307,0.266546698812654,0.23580892438777,0.00677692429581303,0.267118334147326,0.253022915218594,0.025811363850464,0.263835461804697,0.268048637648467,0.00722343865687523
20,2x3,norm,-0.395131298340857,0.758207055740058,0,0.0133447630089279,0.0896712577017621,0.0152163826589304,0.0133447630089279,0.0896712577017621,0.0152163826589304,0.0155295455656197,0.0742132954072558,0.020536220221683,0.0135968250238787,0.0772835906763128,0.0182321023212646,0.0162350953479976,0.0835869662148223,0.0174281779540807
20,2x3,norm,-1.5857786135748,-1.53497556969523,0,0.146248392796188,0.220885670815069,0.00831583341531532,0.146248392796188,0.220885670815069,0.00831583341531532,0.136273553430777,0.209870635013568,0.00395261209914985,0.14793720885499,0.215726989446914,0.00311921168612796,0.156311822090225,0.200927903649831,0.00670251468547191
20,2x3,norm,-0.355302934534848,-0.37924309168011,0,0.02939028421432,0.0375424575365569,0.0019030836676942,0.02939028421432,0.0375424575365569,0.0019030836676942,0.0329024821666764,0.039331476162649,0.0043596716010104,0.0308895876642905,0.037908821217453,0.00294272811352473,0.032627044972508,0.0383659222086803,0.00204973558922038
20,2x3,norm,-1.38327003922313,-1.03501164726913,0,0.190379220408736,0.134821635470406,0.0342107297752298,0.190379220408736,0.134821635470406,0.0342107297752298,0.200655650090903,0.126669192322932,0.0352689806895996,0.192185903605195,0.123956149050969,0.0280981493117773,0.187188733770931,0.135978314383338,0.0271453870077903
20,2x3,norm,1.71471438836306,-0.444855694659054,0,0.334717775189255,0.118516864512601,0.00673068607944981,0.334717775189255,0.118516864512601,0.00673068607944981,0.346900801434621,0.131150016096202,0.0140607634213783,0.354931792139577,0.120787629168479,0.0114925544588942,0.321115662891708,0.102703644363772,0.00459670629481897
20,2x3,norm,-0.795606235042214,-0.132320746779442,0,0.149386323877811,0.00884494884127746,0.00566080303211061,0.149386323877811,0.00884494884127746,0.00566080303211061,0.130446493904056,0.0111197004944992,0.00934672779955825,0.127521499524832,0.010435413930893,0.00642509200270931,0.143985273755464,0.0104134557139515,0.00816719094909948
20,2x3,norm,0.321444644592702,0.813146641477942,0,0.00137974998729306,0.0376863897114648,0.00985479238124204,0.00137974998729306,0.0376863897114648,0.00985479238124204,0.00168609712692867,0.0503166772895148,0.00435069530938488,0.00218299325520278,0.0565998518625108,0.00640951351802843,0.00175071906335826,0.038686300671112,0.00830150575498951
20,2x3,norm,1.46129811555147,1.0729888593778,0,0.179850763800272,0.0825788812020893,0.0275590576211122,0.179850763800272,0.0825788812020893,0.0275590576211122,0.18271725619842,0.0557437158518963,0.0197318504623994,0.182318530530751,0.0595582426698588,0.0248193902159234,0.187228981204059,0.0744739245277758,0.0273959885841232
20,2x3,norm,-0.698142332024872,1.37655595131218,0,0.0470850685100808,0.0978367916360508,0.00111213285494659,0.0470850685100808,0.0978367916360508,0.00111213285494659,0.0570132188139689,0.104482354780265,0.000152462140952677,0.0518523033622451,0.100963865552934,0.0011948398694167,0.0544222564365257,0.100362248423323,0.000295660172589298
20,2x3,norm,1.95355595462024,1.97309445496649,0,0.387271109663038,0.344325597806523,0.048690344026937,0.387271109663038,0.344325597806523,0.048690344026937,0.380200059848236,0.299935579524479,0.0322490662896573,0.407332578044863,0.3561229815174,0.0454746414322604,0.394251737606522,0.34319491910241,0.0515779102370361
20,2x3,norm,-0.660300393588841,1.78427984658629,0,0.0827119689031198,0.255463949773643,0.0280701891585486,0.0827119689031198,0.255463949773643,0.0280701891585486,0.0756048387096775,0.249811535068,0.0263973906307811,0.0698493678120164,0.258722813335459,0.0298568343217647,0.0843053297280289,0.248820314644476,0.0282622364157327
20,2x3,norm,0.264170238748193,0.801984901539981,0,0.0465746865923075,0.119331038147283,0.0303108192775498,0.0465746865923075,0.119331038147283,0.0303108192775498,0.0532572374134852,0.110854675262875,0.0289307556442348,0.0484796671101082,0.100762222103989,0.0244843114056036,0.0395228132201452,0.111746018504081,0.0309747373138362
20,2x3,norm,1.28165128733963,1.58293323684484,0,0.148067584699989,0.252896703065579,0.00966634134823392,0.148067584699989,0.252896703065579,0.00966634134823392,0.139828351638455,0.273004595111645,0.0210823034933476,0.12806915306014,0.275112072365084,0.0154704744408724,0.151901527408488,0.25931332507091,0.0122885026048774
20,2x3,norm,-1.05493958946317,1.18432802334428,0,0.187014226853361,0.0876082532229448,0.01653854572746,0.187014226853361,0.0876082532229448,0.01653854572746,0.185635016913624,0.0852876810921544,0.0131032032169517,0.193355881533571,0.0852703271929457,0.0195184227080695,0.187530455217632,0.079779589001935,0.0146235464935296
20,2x3,norm,-1.54753918386996,-1.66490447800606,0,0.336073064747319,0.310155485263804,0.0923911907882794,0.336073064747319,0.310155485263804,0.0923911907882794,0.318916035801551,0.284646462433016,0.0490465671244819,0.336496547261887,0.295318877630748,0.0815505239613261,0.32175843050974,0.284080747792127,0.0596466786114376
20,2x3,norm,-0.743603910319507,-1.69433897919953,0,0.0495964216427828,0.204747878456203,0.00178259040534808,0.0495964216427828,0.204747878456203,0.00178259040534808,0.0366920736627353,0.181492900093241,0.00964710525718348,0.0473680086025853,0.1864994649867,0.0037139111030069,0.0445809719760806,0.189328890104087,0.00183811169055951
20,2x3,norm,-1.34109408222139,-1.23206647858024,0,0.274039755671621,0.131250727797834,0.0258211748637812,0.274039755671621,0.131250727797834,0.0258211748637812,0.262361842270227,0.143442854706222,0.0220439268840586,0.272342366479798,0.136177581699914,0.0305761459723562,0.270363440650418,0.120177723467394,0.0227749687255756
20,2x3,norm,0.015496133826673,0.126915298402309,0,0.00459832478309981,0.0379986705871338,0.0132054630175376,0.00459832478309981,0.0379986705871338,0.0132054630175376,0.00152406786680804,0.0364651765852837,0.0168319799322893,0.00200418215742589,0.0389025183998397,0.0146385982089378,0.00593759012880484,0.037232784478207,0.0147902793452652
20,2x3,norm,0.320537930354476,1.74366002622992,0,0.0331562359400528,0.157600760604545,0.0408000787248136,0.0331562359400528,0.157600760604545,0.0408000787248136,0.0312730455638797,0.16206705883931,0.0519965129944914,0.0435026641434414,0.177056768932333,0.0457332068282601,0.0310969728040793,0.162477163972161,0.0416459255934356
20,2x3,norm,-1.20404337532818,-1.06057643052191,0,0.181308266110252,0.0908449154053705,0.011751581401785,0.181308266110252,0.0908449154053705,0.011751581401785,0.188651463312881,0.0974800436004061,0.00801540553418047,0.195654399902145,0.0994250276362169,0.0135658912484759,0.176173660550492,0.0865640654998718,0.0107128314092288
20,2x3,norm,0.878789103589952,1.24845061078668,0,0.0130519924918529,0.0730125185622625,0.0123934075367373,0.0130519924918529,0.0730125185622625,0.0123934075367373,0.0153144803910691,0.0686129047193365,0.0118336010688933,0.0148237404023987,0.0718510377093288,0.0103161769968571,0.00907148824891483,0.0730556015975555,0.0141266016298342
20,2x3,norm,1.20104893762618,-1.75930434558541,0,0.218158001190643,0.170500897924194,0.06868216592932,0.218158001190643,0.170500897924194,0.06868216592932,0.221394272425918,0.179227533744739,0.0457733711756543,0.222386524844088,0.175082829122034,0.0522982291864256,0.215960857507721,0.168443934583665,0.0651192104057362
20,2x3,norm,-1.97467081993818,0.628835065290332,0,0.274033813255113,0.0333704032200704,0.00336754553399013,0.274033813255113,0.0333704032200704,0.00336754553399013,0.306150246975694,0.0536377701739125,6.293616452449e-05,0.303473708729333,0.0355511275018647,0.000976838903872754,0.281918747973215,0.033404244954172,0.00140040533630397
20,2x3,norm,1.00996829941869,-1.80746779032052,0,0.0740476737928268,0.224705323423492,0.00491550203720012,0.0740476737928268,0.224705323423492,0.00491550203720012,0.0735811673226558,0.227454087625509,0.00948286076054173,0.0682704310116677,0.221358781305332,0.00660639660724755,0.0779432657961235,0.221434412988986,0.00451694735221488
20,2x3,norm,0.970021681860089,-0.550897211767733,0,0.199900015675737,0.0422951292152201,0.0252300509140956,0.199900015675737,0.0422951292152201,0.0252300509140956,0.21876497591553,0.0406023555855656,0.0365424505704847,0.210384437728723,0.0368441524164084,0.0283946254101261,0.206304920658257,0.0420042413432144,0.029560204425403
20,2x3,norm,1.04110166151077,-0.934553515166044,0,0.160569868773062,0.108983414644093,0.003901330064996,0.160569868773062,0.108983414644093,0.003901330064996,0.159172029537046,0.0905851256216362,0.00811769805904056,0.161351653796689,0.0825704560755097,0.0114154849346535,0.151488075862441,0.0979504019410727,0.00295177240508088
20,2x3,norm,-1.25265001226217,1.77326229587197,0,0.184797806951412,0.375927364294906,0.0150100039804764,0.184797806951412,0.375927364294906,0.0150100039804764,0.16325772120079,0.359871745525041,0.00778233070962556,0.172549494782871,0.369045195404375,0.0138965748554083,0.187697956417698,0.354833473728584,0.00843005859440933
20,2x3,norm,-0.770685400813818,-0.782594719901681,0,0.145161980247619,0.0979358714340861,0.00140693396959357,0.145161980247619,0.0979358714340861,0.00140693396959357,0.12905153276542,0.089021409671007,0.00609119610499929,0.139248110051042,0.10004237786442,0.00145941678226219,0.140312427885154,0.0969710382490045,0.00162266967343859
20,2x3,norm,1.1083459854126,0.467503157444298,0,0.175047391989393,0.0283794807082829,0.00229567913937535,0.175047391989393,0.0283794807082829,0.00229567913937535,0.181616254048141,0.0320954522529469,0.00274458303115043,0.185628019547573,0.0404847032811416,0.00443989280977676,0.177910435768456,0.0288056141469697,0.00258045572002416
20,2x3,norm,0.770686760544777,0.383842187933624,0,0.0906808428322093,0.0428974532313968,0.0292925979010156,0.0906808428322093,0.0428974532313968,0.0292925979010156,0.0912460443086474,0.0350196406677631,0.0281204732670418,0.086747349594987,0.0336266281858263,0.0234369128627362,0.0974810754496757,0.0392616353766905,0.0269657160074784
20,2x3,norm,0.413102163933218,1.88498939480633,0,0.0260616614431111,0.312365101046455,0.00350028116654552,0.0260616614431111,0.312365101046455,0.00350028116654552,0.025629257227753,0.305085497390501,0.00484490922124634,0.0274182337185701,0.303551465355839,0.00692378235823085,0.0331725436229005,0.305842953275481,0.00432033759030823
