n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,2x4,norm,ART,0.01,0.5,8,0,0.469,1,0.0088
20,2x4,norm,INT,0.01,0.5,8,0,0.4446,1,0.0196
20,2x4,norm,PAR,0.05,0,0,1.25,0.048,0.0472,0.7164
20,2x4,norm,RNK,0.05,0,0,1.25,0.0486,0.0476,0.6954
20,2x4,norm,ART,0.05,0,0,1.25,0.049,0.0466,0.6952
20,2x4,norm,INT,0.05,0,0,1.25,0.0466,0.049,0.7148
20,2x4,norm,PAR,0.01,0,0,1.25,0.007,0.0078,0.4834
20,2x4,norm,RNK,0.01,0,0,1.25,0.0082,0.0102,0.4596
20,2x4,norm,ART,0.01,0,0,1.25,0.0086,0.0094,0.4628
20,2x4,norm,INT,0.01,0,0,1.25,0.0074,0.0078,0.4838
20,2x4,norm,PAR,0.05,0,1,1.25,0.0506,0.9878,0.7364
20,2x4,norm,RNK,0.05,0,1,1.25,0.0468,0.9836,0.6918
20,2x4,norm,ART,0.05,0,1,1.25,0.0482,0.9846,0.714
20,2x4,norm,INT,0.05,0,1,1.25,0.0466,0.987,0.7284
20,2x4,norm,PAR,0.01,0,1,1.25,0.0092,0.9542,0.506
20,2x4,norm,RNK,0.01,0,1,1.25,0.0096,0.9384,0.4468
20,2x4,norm,ART,0.01,0,1,1.25,0.0088,0.945,0.4832
20,2x4,norm,INT,0.01,0,1,1.25,0.0094,0.951,0.4932
20,2x4,norm,PAR,0.05,0,2,1.25,0.0464,1,0.7254
20,2x4,norm,RNK,0.05,0,2,1.25,0.0484,1,0.6176
20,2x4,norm,ART,0.05,0,2,1.25,0.0474,1,0.7028
20,2x4,norm,INT,0.05,0,2,1.25,0.042,1,0.71
20,2x4,norm,PAR,0.01,0,2,1.25,0.0092,1,0.4934
20,2x4,norm,RNK,0.01,0,2,1.25,0.0112,1,0.3612
20,2x4,norm,ART,0.01,0,2,1.25,0.0098,1,0.467
20,2x4,norm,INT,0.01,0,2,1.25,0.0092,1,0.4622
20,2x4,norm,PAR,0.05,0,4,1.25,0.0494,1,0.7392
20,2x4,norm,RNK,0.05,0,4,1.25,0.075,1,0.515
20,2x4,norm,ART,0.05,0,4,1.25,0.0512,1,0.715
20,2x4,norm,INT,0.05,0,4,1.25,0.0518,1,0.6926
20,2x4,norm,PAR,0.01,0,4,1.25,0.0126,1,0.494
20,2x4,norm,RNK,0.01,0,4,1.25,0.0194,1,0.2718
20,2x4,norm,ART,0.01,0,4,1.25,0.012,1,0.4698
20,2x4,norm,INT,0.01,0,4,1.25,0.0106,1,0.4396
20,2x4,norm,PAR,0.05,0,8,1.25,0.0494,1,0.7182
20,2x4,norm,RNK,0.05,0,8,1.25,0.0836,1,0.503
20,2x4,norm,ART,0.05,0,8,1.25,0.0506,1,0.6964
20,2x4,norm,INT,0.05,0,8,1.25,0.0526,1,0.696
20,2x4,norm,PAR,0.01,0,8,1.25,0.0102,1,0.4976
20,2x4,norm,RNK,0.01,0,8,1.25,0.0234,1,0.2856
20,2x4,norm,ART,0.01,0,8,1.25,0.0108,1,0.4702
20,2x4,norm,INT,0.01,0,8,1.25,0.0112,1,0.4706
20,2x4,lnorm,PAR,0.05,0.5,0,0,0.5516,0.0416,0.0418
20,2x4,lnorm,RNK,0.05,0.5,0,0,0.7154,0.054,0.0488
20,2x4,lnorm,ART,0.05,0.5,0,0,0.6976,0.087,0.0958
20,2x4,lnorm,INT,0.05,0.5,0,0,0.7322,0.0552,0.0492
20,2x4,lnorm,PAR,0.01,0.5,0,0,0.2914,0.0074,0.0084
20,2x4,lnorm,RNK,0.01,0.5,0,0,0.4822,0.0094,0.0082
20,2x4,lnorm,ART,0.01,0.5,0,0,0.4736,0.0188,0.0266
20,2x4,lnorm,INT,0.01,0.5,0,0,0.4934,0.011,0.0088
20,2x4,lnorm,PAR,0.05,0.5,1,0,0.5254,0.8346,0.0754
20,2x4,lnorm,RNK,0.05,0.5,1,0,0.7318,0.9836,0.0484
20,2x4,lnorm,ART,0.05,0.5,1,0,0.74,0.9784,0.256
20,2x4,lnorm,INT,0.05,0.5,1,0,0.7464,0.988,0.0474
20,2x4,lnorm,PAR,0.01,0.5,1,0,0.2558,0.612,0.022
20,2x4,lnorm,RNK,0.01,0.5,1,0,0.489,0.9404,0.0104
20,2x4,lnorm,ART,0.01,0.5,1,0,0.5458,0.919,0.1158
20,2x4,lnorm,INT,0.01,0.5,1,0,0.503,0.9484,0.0098
20,2x4,lnorm,PAR,0.05,0.5,2,0,0.4506,0.9938,0.1662
20,2x4,lnorm,RNK,0.05,0.5,2,0,0.7296,1,0.059
20,2x4,lnorm,ART,0.05,0.5,2,0,0.8086,1,0.5368
20,2x4,lnorm,INT,0.05,0.5,2,0,0.743,1,0.0506
20,2x4,lnorm,PAR,0.01,0.5,2,0,0.2002,0.9728,0.0682
20,2x4,lnorm,RNK,0.01,0.5,2,0,0.484,1,0.0128
20,2x4,lnorm,ART,0.01,0.5,2,0,0.6744,0.9996,0.3592
20,2x4,lnorm,INT,0.01,0.5,2,0,0.5034,1,0.0098
20,2x4,lnorm,PAR,0.05,0.5,4,0,0.3344,0.999,0.258
20,2x4,lnorm,RNK,0.05,0.5,4,0,0.7202,1,0.0718
20,2x4,lnorm,ART,0.05,0.5,4,0,0.9022,1,0.823
20,2x4,lnorm,INT,0.05,0.5,4,0,0.7318,1,0.0566
20,2x4,lnorm,PAR,0.01,0.5,4,0,0.124,0.9944,0.1246
20,2x4,lnorm,RNK,0.01,0.5,4,0,0.4734,1,0.0176
20,2x4,lnorm,ART,0.01,0.5,4,0,0.8354,1,0.7056
20,2x4,lnorm,INT,0.01,0.5,4,0,0.4808,1,0.0136
20,2x4,lnorm,PAR,0.05,0.5,8,0,0.2634,0.9994,0.3112
20,2x4,lnorm,RNK,0.05,0.5,8,0,0.7036,1,0.076
20,2x4,lnorm,ART,0.05,0.5,8,0,0.9644,1,0.9292
20,2x4,lnorm,INT,0.05,0.5,8,0,0.697,1,0.0728
20,2x4,lnorm,PAR,0.01,0.5,8,0,0.0832,0.9964,0.1714
20,2x4,lnorm,RNK,0.01,0.5,8,0,0.4584,1,0.0234
20,2x4,lnorm,ART,0.01,0.5,8,0,0.9324,1,0.871
20,2x4,lnorm,INT,0.01,0.5,8,0,0.448,1,0.0154
20,2x4,lnorm,PAR,0.05,0,0,1.25,0.0446,0.0398,0.449
20,2x4,lnorm,RNK,0.05,0,0,1.25,0.049,0.0566,0.6936
20,2x4,lnorm,ART,0.05,0,0,1.25,0.0898,0.0966,0.6732
20,2x4,lnorm,INT,0.05,0,0,1.25,0.049,0.0574,0.7098
20,2x4,lnorm,PAR,0.01,0,0,1.25,0.0054,0.008,0.2132
20,2x4,lnorm,RNK,0.01,0,0,1.25,0.01,0.0118,0.464
20,2x4,lnorm,ART,0.01,0,0,1.25,0.0268,0.0238,0.4564
20,2x4,lnorm,INT,0.01,0,0,1.25,0.0108,0.0134,0.4852
20,2x4,lnorm,PAR,0.05,0,1,1.25,0.1002,0.8366,0.453
20,2x4,lnorm,RNK,0.05,0,1,1.25,0.0552,0.9854,0.6782
20,2x4,lnorm,ART,0.05,0,1,1.25,0.3446,0.9702,0.6894
20,2x4,lnorm,INT,0.05,0,1,1.25,0.0536,0.9898,0.722
20,2x4,lnorm,PAR,0.01,0,1,1.25,0.0216,0.6284,0.2334
20,2x4,lnorm,RNK,0.01,0,1,1.25,0.0124,0.9408,0.44
20,2x4,lnorm,ART,0.01,0,1,1.25,0.1912,0.9012,0.501
20,2x4,lnorm,INT,0.01,0,1,1.25,0.0128,0.9522,0.4884
20,2x4,lnorm,PAR,0.05,0,2,1.25,0.1942,0.995,0.4192
20,2x4,lnorm,RNK,0.05,0,2,1.25,0.0528,1,0.6114
20,2x4,lnorm,ART,0.05,0,2,1.25,0.637,1,0.7342
20,2x4,lnorm,INT,0.05,0,2,1.25,0.0446,1,0.7036
20,2x4,lnorm,PAR,0.01,0,2,1.25,0.0558,0.9756,0.2498
20,2x4,lnorm,RNK,0.01,0,2,1.25,0.0108,1,0.3646
20,2x4,lnorm,ART,0.01,0,2,1.25,0.4858,1,0.6016
20,2x4,lnorm,INT,0.01,0,2,1.25,0.0074,1,0.4646
20,2x4,lnorm,PAR,0.05,0,4,1.25,0.3232,0.9992,0.4186
20,2x4,lnorm,RNK,0.05,0,4,1.25,0.0742,1,0.5196
20,2x4,lnorm,ART,0.05,0,4,1.25,0.874,1,0.8514
20,2x4,lnorm,INT,0.05,0,4,1.25,0.0522,1,0.6868
20,2x4,lnorm,PAR,0.01,0,4,1.25,0.1116,0.9932,0.2704
20,2x4,lnorm,RNK,0.01,0,4,1.25,0.0182,1,0.2804
20,2x4,lnorm,ART,0.01,0,4,1.25,0.803,1,0.7742
20,2x4,lnorm,INT,0.01,0,4,1.25,0.0108,1,0.4532
20,2x4,lnorm,PAR,0.05,0,8,1.25,0.3436,0.9992,0.4504
20,2x4,lnorm,RNK,0.05,0,8,1.25,0.0832,1,0.5172
20,2x4,lnorm,ART,0.05,0,8,1.25,0.9576,1,0.9282
20,2x4,lnorm,INT,0.05,0,8,1.25,0.0504,1,0.7096
20,2x4,lnorm,PAR,0.01,0,8,1.25,0.1212,0.9956,0.2868
20,2x4,lnorm,RNK,0.01,0,8,1.25,0.02,1,0.2812
20,2x4,lnorm,ART,0.01,0,8,1.25,0.9266,1,0.875
20,2x4,lnorm,INT,0.01,0,8,1.25,0.0108,1,0.4872
20,2x4,exp,PAR,0.05,0.5,0,0,0.695,0.0436,0.0504
20,2x4,exp,RNK,0.05,0.5,0,0,0.6402,0.0516,0.049
20,2x4,exp,ART,0.05,0.5,0,0,0.6584,0.0766,0.087
20,2x4,exp,INT,0.05,0.5,0,0,0.6576,0.052,0.0476
20,2x4,exp,PAR,0.01,0.5,0,0,0.426,0.0074,0.0086
20,2x4,exp,RNK,0.01,0.5,0,0,0.3926,0.0086,0.0094
20,2x4,exp,ART,0.01,0.5,0,0,0.4122,0.0194,0.0214
20,2x4,exp,INT,0.01,0.5,0,0,0.3988,0.008,0.0088
20,2x4,exp,PAR,0.05,0.5,1,0,0.6476,0.958,0.1206
20,2x4,exp,RNK,0.05,0.5,1,0,0.6242,0.9424,0.0514
20,2x4,exp,ART,0.05,0.5,1,0,0.706,0.9548,0.2382
20,2x4,exp,INT,0.05,0.5,1,0,0.6322,0.9474,0.0538
20,2x4,exp,PAR,0.01,0.5,1,0,0.3678,0.8466,0.0416
20,2x4,exp,RNK,0.01,0.5,1,0,0.37,0.8384,0.0074
20,2x4,exp,ART,0.01,0.5,1,0,0.503,0.8724,0.1086
20,2x4,exp,INT,0.01,0.5,1,0,0.3816,0.845,0.0086
20,2x4,exp,PAR,0.05,0.5,2,0,0.5738,1,0.2328
20,2x4,exp,RNK,0.05,0.5,2,0,0.6162,1,0.0572
20,2x4,exp,ART,0.05,0.5,2,0,0.807,1,0.5196
20,2x4,exp,INT,0.05,0.5,2,0,0.6256,1,0.0578
20,2x4,exp,PAR,0.01,0.5,2,0,0.2894,0.9994,0.1042
20,2x4,exp,RNK,0.01,0.5,2,0,0.3792,1,0.0134
20,2x4,exp,ART,0.01,0.5,2,0,0.6746,1,0.3338
20,2x4,exp,INT,0.01,0.5,2,0,0.3852,1,0.0126
20,2x4,exp,PAR,0.05,0.5,4,0,0.4368,1,0.333
20,2x4,exp,RNK,0.05,0.5,4,0,0.6044,1,0.0642
20,2x4,exp,ART,0.05,0.5,4,0,0.9088,1,0.8254
20,2x4,exp,INT,0.05,0.5,4,0,0.6134,1,0.0576
20,2x4,exp,PAR,0.01,0.5,4,0,0.1888,1,0.19
20,2x4,exp,RNK,0.01,0.5,4,0,0.3522,1,0.016
20,2x4,exp,ART,0.01,0.5,4,0,0.8334,1,0.7064
20,2x4,exp,INT,0.01,0.5,4,0,0.3612,1,0.0106
20,2x4,exp,PAR,0.05,0.5,8,0,0.3404,1,0.3772
20,2x4,exp,RNK,0.05,0.5,8,0,0.5952,1,0.0694
20,2x4,exp,ART,0.05,0.5,8,0,0.968,1,0.9416
20,2x4,exp,INT,0.05,0.5,8,0,0.604,1,0.0672
20,2x4,exp,PAR,0.01,0.5,8,0,0.1164,1,0.2138
20,2x4,exp,RNK,0.01,0.5,8,0,0.334,1,0.0162
20,2x4,exp,ART,0.01,0.5,8,0,0.9352,1,0.8758
20,2x4,exp,INT,0.01,0.5,8,0,0.3372,1,0.0156
20,2x4,exp,PAR,0.05,0,0,1.25,0.0438,0.0512,0.6542
20,2x4,exp,RNK,0.05,0,0,1.25,0.0498,0.0512,0.5766
20,2x4,exp,ART,0.05,0,0,1.25,0.0738,0.084,0.6038
20,2x4,exp,INT,0.05,0,0,1.25,0.0492,0.0526,0.6026
20,2x4,exp,PAR,0.01,0,0,1.25,0.0074,0.0122,0.3928
20,2x4,exp,RNK,0.01,0,0,1.25,0.0108,0.0122,0.3436
20,2x4,exp,ART,0.01,0,0,1.25,0.0168,0.0224,0.3848
20,2x4,exp,INT,0.01,0,0,1.25,0.0098,0.0126,0.3648
20,2x4,exp,PAR,0.05,0,1,1.25,0.1222,0.9552,0.5898
20,2x4,exp,RNK,0.05,0,1,1.25,0.0462,0.9426,0.542
20,2x4,exp,ART,0.05,0,1,1.25,0.2904,0.9482,0.6324
20,2x4,exp,INT,0.05,0,1,1.25,0.0482,0.9492,0.5776
20,2x4,exp,PAR,0.01,0,1,1.25,0.0302,0.8422,0.3612
20,2x4,exp,RNK,0.01,0,1,1.25,0.0084,0.829,0.3088
20,2x4,exp,ART,0.01,0,1,1.25,0.1444,0.8562,0.4488
20,2x4,exp,INT,0.01,0,1,1.25,0.0082,0.8434,0.335
20,2x4,exp,PAR,0.05,0,2,1.25,0.2786,1,0.5466
20,2x4,exp,RNK,0.05,0,2,1.25,0.048,1,0.4744
20,2x4,exp,ART,0.05,0,2,1.25,0.6256,1,0.735
20,2x4,exp,INT,0.05,0,2,1.25,0.0484,1,0.5448
20,2x4,exp,PAR,0.01,0,2,1.25,0.0874,0.9996,0.3516
20,2x4,exp,RNK,0.01,0,2,1.25,0.0106,1,0.2444
20,2x4,exp,ART,0.01,0,2,1.25,0.472,1,0.6064
20,2x4,exp,INT,0.01,0,2,1.25,0.0092,1,0.305
20,2x4,exp,PAR,0.05,0,4,1.25,0.4136,1,0.5136
20,2x4,exp,RNK,0.05,0,4,1.25,0.0628,1,0.3894
20,2x4,exp,ART,0.05,0,4,1.25,0.8758,1,0.8538
20,2x4,exp,INT,0.05,0,4,1.25,0.0542,1,0.5202
20,2x4,exp,PAR,0.01,0,4,1.25,0.162,1,0.3454
20,2x4,exp,RNK,0.01,0,4,1.25,0.0132,1,0.1832
20,2x4,exp,ART,0.01,0,4,1.25,0.8076,1,0.7778
20,2x4,exp,INT,0.01,0,4,1.25,0.0098,1,0.2782
20,2x4,exp,PAR,0.05,0,8,1.25,0.4374,1,0.5214
20,2x4,exp,RNK,0.05,0,8,1.25,0.0704,1,0.3808
20,2x4,exp,ART,0.05,0,8,1.25,0.9618,1,0.9368
20,2x4,exp,INT,0.05,0,8,1.25,0.0526,1,0.558
20,2x4,exp,PAR,0.01,0,8,1.25,0.1812,1,0.372
20,2x4,exp,RNK,0.01,0,8,1.25,0.0168,1,0.1802
20,2x4,exp,ART,0.01,0,8,1.25,0.9282,1,0.8824
20,2x4,exp,INT,0.01,0,8,1.25,0.012,1,0.329
20,2x4,binom,PAR,0.05,0.5,0,0,0.6856,0.0484,0.0538
20,2x4,binom,RNK,0.05,0.5,0,0,0.6694,0.0482,0.0544
20,2x4,binom,ART,0.05,0.5,0,0,0.6582,0.0616,0.0814
20,2x4,binom,INT,0.05,0.5,0,0,0.6848,0.0484,0.055
20,2x4,binom,PAR,0.01,0.5,0,0,0.4376,0.008,0.0106
20,2x4,binom,RNK,0.01,0.5,0,0,0.429,0.0094,0.0128
20,2x4,binom,ART,0.01,0.5,0,0,0.4328,0.0144,0.0236
20,2x4,binom,INT,0.01,0.5,0,0,0.4422,0.0086,0.0128
20,2x4,binom,PAR,0.05,0.5,1,0,0.688,0.9694,0.0996
20,2x4,binom,RNK,0.05,0.5,1,0,0.6552,0.9554,0.063
20,2x4,binom,ART,0.05,0.5,1,0,0.6904,0.9628,0.1526
20,2x4,binom,INT,0.05,0.5,1,0,0.6788,0.9668,0.0738
20,2x4,binom,PAR,0.01,0.5,1,0,0.4362,0.8996,0.0294
20,2x4,binom,RNK,0.01,0.5,1,0,0.4118,0.8732,0.015
20,2x4,binom,ART,0.01,0.5,1,0,0.4728,0.895,0.0536
20,2x4,binom,INT,0.01,0.5,1,0,0.4352,0.8962,0.0214
20,2x4,binom,PAR,0.05,0.5,2,0,0.6818,1,0.233
20,2x4,binom,RNK,0.05,0.5,2,0,0.6346,1,0.0934
20,2x4,binom,ART,0.05,0.5,2,0,0.7686,1,0.3816
20,2x4,binom,INT,0.05,0.5,2,0,0.67,1,0.1446
20,2x4,binom,PAR,0.01,0.5,2,0,0.4214,1,0.105
20,2x4,binom,RNK,0.01,0.5,2,0,0.3728,1,0.0282
20,2x4,binom,ART,0.01,0.5,2,0,0.5866,1,0.1934
20,2x4,binom,INT,0.01,0.5,2,0,0.412,1,0.0474
20,2x4,binom,PAR,0.05,0.5,4,0,0.668,1,0.48
20,2x4,binom,RNK,0.05,0.5,4,0,0.5432,1,0.1876
20,2x4,binom,ART,0.05,0.5,4,0,0.8848,1,0.7804
20,2x4,binom,INT,0.05,0.5,4,0,0.6292,1,0.3112
20,2x4,binom,PAR,0.01,0.5,4,0,0.4184,1,0.3018
20,2x4,binom,RNK,0.01,0.5,4,0,0.2948,1,0.0674
20,2x4,binom,ART,0.01,0.5,4,0,0.775,1,0.6162
20,2x4,binom,INT,0.01,0.5,4,0,0.373,1,0.1394
20,2x4,binom,PAR,0.05,0.5,8,0,0.6168,1,0.594
20,2x4,binom,RNK,0.05,0.5,8,0,0.4446,1,0.3166
20,2x4,binom,ART,0.05,0.5,8,0,0.959,1,0.927
20,2x4,binom,INT,0.05,0.5,8,0,0.5598,1,0.4872
20,2x4,binom,PAR,0.01,0.5,8,0,0.3634,1,0.4348
20,2x4,binom,RNK,0.01,0.5,8,0,0.2182,1,0.164
20,2x4,binom,ART,0.01,0.5,8,0,0.9162,1,0.8578
20,2x4,binom,INT,0.01,0.5,8,0,0.3048,1,0.3038
20,2x4,binom,PAR,0.05,0,0,1.25,0.0464,0.0566,0.669
20,2x4,binom,RNK,0.05,0,0,1.25,0.0486,0.0496,0.6424
20,2x4,binom,ART,0.05,0,0,1.25,0.083,0.069,0.6502
20,2x4,binom,INT,0.05,0,0,1.25,0.0484,0.055,0.6662
20,2x4,binom,PAR,0.01,0,0,1.25,0.009,0.0104,0.437
20,2x4,binom,RNK,0.01,0,0,1.25,0.0108,0.0106,0.4074
20,2x4,binom,ART,0.01,0,0,1.25,0.0222,0.0164,0.4336
20,2x4,binom,INT,0.01,0,0,1.25,0.0104,0.0104,0.4322
20,2x4,binom,PAR,0.05,0,1,1.25,0.1272,0.9666,0.6634
20,2x4,binom,RNK,0.05,0,1,1.25,0.0794,0.9524,0.5954
20,2x4,binom,ART,0.05,0,1,1.25,0.1776,0.9548,0.6586
20,2x4,binom,INT,0.05,0,1,1.25,0.102,0.9652,0.6416
20,2x4,binom,PAR,0.01,0,1,1.25,0.041,0.8864,0.4384
20,2x4,binom,RNK,0.01,0,1,1.25,0.021,0.855,0.3636
20,2x4,binom,ART,0.01,0,1,1.25,0.072,0.874,0.464
20,2x4,binom,INT,0.01,0,1,1.25,0.0298,0.8828,0.4174
20,2x4,binom,PAR,0.05,0,2,1.25,0.2794,1,0.6682
20,2x4,binom,RNK,0.05,0,2,1.25,0.109,1,0.5184
20,2x4,binom,ART,0.05,0,2,1.25,0.4642,1,0.7386
20,2x4,binom,INT,0.05,0,2,1.25,0.1728,1,0.6218
20,2x4,binom,PAR,0.01,0,2,1.25,0.11,1,0.4868
20,2x4,binom,RNK,0.01,0,2,1.25,0.0338,1,0.2794
20,2x4,binom,ART,0.01,0,2,1.25,0.267,1,0.5784
20,2x4,binom,INT,0.01,0,2,1.25,0.0572,1,0.413
20,2x4,binom,PAR,0.05,0,4,1.25,0.5662,1,0.6924
20,2x4,binom,RNK,0.05,0,4,1.25,0.2352,1,0.3934
20,2x4,binom,ART,0.05,0,4,1.25,0.8184,1,0.8302
20,2x4,binom,INT,0.05,0,4,1.25,0.3686,1,0.607
20,2x4,binom,PAR,0.01,0,4,1.25,0.3442,1,0.5498
20,2x4,binom,RNK,0.01,0,4,1.25,0.0954,1,0.1854
20,2x4,binom,ART,0.01,0,4,1.25,0.6904,1,0.7342
20,2x4,binom,INT,0.01,0,4,1.25,0.1768,1,0.4088
20,2x4,binom,PAR,0.05,0,8,1.25,0.7084,1,0.7484
20,2x4,binom,RNK,0.05,0,8,1.25,0.4062,1,0.4524
20,2x4,binom,ART,0.05,0,8,1.25,0.9364,1,0.9198
20,2x4,binom,INT,0.05,0,8,1.25,0.5882,1,0.667
20,2x4,binom,PAR,0.01,0,8,1.25,0.4902,1,0.6292
20,2x4,binom,RNK,0.01,0,8,1.25,0.2118,1,0.278
20,2x4,binom,ART,0.01,0,8,1.25,0.8968,1,0.8732
20,2x4,binom,INT,0.01,0,8,1.25,0.352,1,0.4974
20,2x4,poisson,PAR,0.05,0.5,0,0,0.9202,0.0502,0.0504
20,2x4,poisson,RNK,0.05,0.5,0,0,0.919,0.0518,0.0522
20,2x4,poisson,ART,0.05,0.5,0,0,0.9156,0.056,0.0676
20,2x4,poisson,INT,0.05,0.5,0,0,0.9222,0.0516,0.0526
20,2x4,poisson,PAR,0.01,0.5,0,0,0.7956,0.0112,0.0134
20,2x4,poisson,RNK,0.01,0.5,0,0,0.8048,0.0112,0.0128
20,2x4,poisson,ART,0.01,0.5,0,0,0.7994,0.013,0.0158
20,2x4,poisson,INT,0.01,0.5,0,0,0.805,0.0112,0.0134
20,2x4,poisson,PAR,0.05,0.5,1,0,0.9148,1,0.332
20,2x4,poisson,RNK,0.05,0.5,1,0,0.9078,1,0.0842
20,2x4,poisson,ART,0.05,0.5,1,0,0.9252,1,0.3866
20,2x4,poisson,INT,0.05,0.5,1,0,0.9154,1,0.1198
20,2x4,poisson,PAR,0.01,0.5,1,0,0.784,1,0.1578
20,2x4,poisson,RNK,0.01,0.5,1,0,0.7784,1,0.0186
20,2x4,poisson,ART,0.01,0.5,1,0,0.8212,1,0.203
20,2x4,poisson,INT,0.01,0.5,1,0,0.7892,1,0.0306
20,2x4,poisson,PAR,0.05,0.5,2,0,0.911,1,0.7226
20,2x4,poisson,RNK,0.05,0.5,2,0,0.8802,1,0.1702
20,2x4,poisson,ART,0.05,0.5,2,0,0.9522,1,0.819
20,2x4,poisson,INT,0.05,0.5,2,0,0.897,1,0.2596
20,2x4,poisson,PAR,0.01,0.5,2,0,0.7878,1,0.548
20,2x4,poisson,RNK,0.01,0.5,2,0,0.7262,1,0.0568
20,2x4,poisson,ART,0.01,0.5,2,0,0.8818,1,0.6696
20,2x4,poisson,INT,0.01,0.5,2,0,0.7592,1,0.1058
20,2x4,poisson,PAR,0.05,0.5,4,0,0.9146,1,0.9032
20,2x4,poisson,RNK,0.05,0.5,4,0,0.7742,1,0.3384
20,2x4,poisson,ART,0.05,0.5,4,0,0.9866,1,0.9754
20,2x4,poisson,INT,0.05,0.5,4,0,0.8578,1,0.609
20,2x4,poisson,PAR,0.01,0.5,4,0,0.7848,1,0.8034
20,2x4,poisson,RNK,0.01,0.5,4,0,0.574,1,0.1662
20,2x4,poisson,ART,0.01,0.5,4,0,0.9632,1,0.942
20,2x4,poisson,INT,0.01,0.5,4,0,0.6834,1,0.3804
20,2x4,poisson,PAR,0.05,0.5,8,0,0.914,1,0.9336
20,2x4,poisson,RNK,0.05,0.5,8,0,0.7044,1,0.5708
20,2x4,poisson,ART,0.05,0.5,8,0,0.995,1,0.9926
20,2x4,poisson,INT,0.05,0.5,8,0,0.849,1,0.8568
20,2x4,poisson,PAR,0.01,0.5,8,0,0.7914,1,0.8804
20,2x4,poisson,RNK,0.01,0.5,8,0,0.5028,1,0.3886
20,2x4,poisson,ART,0.01,0.5,8,0,0.9868,1,0.9842
20,2x4,poisson,INT,0.01,0.5,8,0,0.689,1,0.7172
20,2x4,poisson,PAR,0.05,0,0,1.25,0.0472,0.0602,0.9952
20,2x4,poisson,RNK,0.05,0,0,1.25,0.049,0.0486,0.9892
20,2x4,poisson,ART,0.05,0,0,1.25,0.057,0.0742,0.989
20,2x4,poisson,INT,0.05,0,0,1.25,0.0502,0.048,0.9928
20,2x4,poisson,PAR,0.01,0,0,1.25,0.008,0.0136,0.9742
20,2x4,poisson,RNK,0.01,0,0,1.25,0.0078,0.0104,0.9542
20,2x4,poisson,ART,0.01,0,0,1.25,0.012,0.0198,0.9568
20,2x4,poisson,INT,0.01,0,0,1.25,0.009,0.013,0.9664
20,2x4,poisson,PAR,0.05,0,1,1.25,0.2952,1,0.9774
20,2x4,poisson,RNK,0.05,0,1,1.25,0.083,1,0.9688
20,2x4,poisson,ART,0.05,0,1,1.25,0.3548,1,0.976
20,2x4,poisson,INT,0.05,0,1,1.25,0.1094,1,0.9806
20,2x4,poisson,PAR,0.01,0,1,1.25,0.1222,1,0.9342
20,2x4,poisson,RNK,0.01,0,1,1.25,0.0226,0.9998,0.8972
20,2x4,poisson,ART,0.01,0,1,1.25,0.1744,1,0.9316
20,2x4,poisson,INT,0.01,0,1,1.25,0.0316,1,0.9358
20,2x4,poisson,PAR,0.05,0,2,1.25,0.6754,1,0.9514
20,2x4,poisson,RNK,0.05,0,2,1.25,0.1572,1,0.8838
20,2x4,poisson,ART,0.05,0,2,1.25,0.7684,1,0.9692
20,2x4,poisson,INT,0.05,0,2,1.25,0.2332,1,0.957
20,2x4,poisson,PAR,0.01,0,2,1.25,0.4502,1,0.8998
20,2x4,poisson,RNK,0.01,0,2,1.25,0.055,1,0.7088
20,2x4,poisson,ART,0.01,0,2,1.25,0.6168,1,0.9236
20,2x4,poisson,INT,0.01,0,2,1.25,0.0894,1,0.8806
20,2x4,poisson,PAR,0.05,0,4,1.25,0.8756,1,0.9382
20,2x4,poisson,RNK,0.05,0,4,1.25,0.3102,1,0.6234
20,2x4,poisson,ART,0.05,0,4,1.25,0.95,1,0.9738
20,2x4,poisson,INT,0.05,0,4,1.25,0.521,1,0.9104
20,2x4,poisson,PAR,0.01,0,4,1.25,0.7448,1,0.8918
20,2x4,poisson,RNK,0.01,0,4,1.25,0.1714,1,0.3882
20,2x4,poisson,ART,0.01,0,4,1.25,0.8992,1,0.9456
20,2x4,poisson,INT,0.01,0,4,1.25,0.311,1,0.8152
20,2x4,poisson,PAR,0.05,0,8,1.25,0.9284,1,0.9508
20,2x4,poisson,RNK,0.05,0,8,1.25,0.5748,1,0.6644
20,2x4,poisson,ART,0.05,0,8,1.25,0.9882,1,0.987
20,2x4,poisson,INT,0.05,0,8,1.25,0.8134,1,0.9156
20,2x4,poisson,PAR,0.01,0,8,1.25,0.841,1,0.9168
20,2x4,poisson,RNK,0.01,0,8,1.25,0.3842,1,0.4858
20,2x4,poisson,ART,0.01,0,8,1.25,0.9726,1,0.9764
20,2x4,poisson,INT,0.01,0,8,1.25,0.6388,1,0.8294
20,2x4,likert,PAR,0.05,0.5,0,0,0.6512,0.0496,0.0492
20,2x4,likert,RNK,0.05,0.5,0,0,0.6592,0.0478,0.0502
20,2x4,likert,ART,0.05,0.5,0,0,0.6356,0.0656,0.084
20,2x4,likert,INT,0.05,0.5,0,0,0.6638,0.0474,0.0506
20,2x4,likert,PAR,0.01,0.5,0,0,0.4018,0.01,0.009
