n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,4x3,norm,PAR,0.05,0.5,0,0,0.7118,0.0534,0.0494
20,4x3,norm,RNK,0.05,0.5,0,0,0.6828,0.0562,0.0464
20,4x3,norm,ART,0.05,0.5,0,0,0.684,0.0562,0.0452
20,4x3,norm,INT,0.05,0.5,0,0,0.7084,0.054,0.0474
20,4x3,norm,PAR,0.01,0.5,0,0,0.4812,0.011,0.008
20,4x3,norm,RNK,0.01,0.5,0,0,0.4576,0.01,0.0084
20,4x3,norm,ART,0.01,0.5,0,0,0.4604,0.0106,0.008
20,4x3,norm,INT,0.01,0.5,0,0,0.479,0.0102,0.0072
20,4x3,norm,PAR,0.05,0.5,1,0,0.7206,1,0.0488
20,4x3,norm,RNK,0.05,0.5,1,0,0.6924,1,0.0458
20,4x3,norm,ART,0.05,0.5,1,0,0.6966,1,0.0448
20,4x3,norm,INT,0.05,0.5,1,0,0.718,1,0.0474
20,4x3,norm,PAR,0.01,0.5,1,0,0.4884,0.9994,0.0072
20,4x3,norm,RNK,0.01,0.5,1,0,0.4574,0.999,0.0098
20,4x3,norm,ART,0.01,0.5,1,0,0.4634,0.999,0.0076
20,4x3,norm,INT,0.01,0.5,1,0,0.487,0.9992,0.0082
20,4x3,norm,PAR,0.05,0.5,2,0,0.7152,1,0.0494
20,4x3,norm,RNK,0.05,0.5,2,0,0.6866,1,0.0484
20,4x3,norm,ART,0.05,0.5,2,0,0.693,1,0.05
20,4x3,norm,INT,0.05,0.5,2,0,0.708,1,0.049
20,4x3,norm,PAR,0.01,0.5,2,0,0.4848,1,0.0104
20,4x3,norm,RNK,0.01,0.5,2,0,0.445,1,0.0128
20,4x3,norm,ART,0.01,0.5,2,0,0.462,1,0.0084
20,4x3,norm,INT,0.01,0.5,2,0,0.4724,1,0.0096
20,4x3,norm,PAR,0.05,0.5,4,0,0.7272,1,0.0506
20,4x3,norm,RNK,0.05,0.5,4,0,0.6838,1,0.065
20,4x3,norm,ART,0.05,0.5,4,0,0.6982,1,0.0542
20,4x3,norm,INT,0.05,0.5,4,0,0.6984,1,0.0538
20,4x3,norm,PAR,0.01,0.5,4,0,0.4874,1,0.0116
20,4x3,norm,RNK,0.01,0.5,4,0,0.4398,1,0.0166
20,4x3,norm,ART,0.01,0.5,4,0,0.4636,1,0.0122
20,4x3,norm,INT,0.01,0.5,4,0,0.4538,1,0.0126
20,4x3,norm,PAR,0.05,0.5,8,0,0.71,1,0.049
20,4x3,norm,RNK,0.05,0.5,8,0,0.6692,1,0.061
20,4x3,norm,ART,0.05,0.5,8,0,0.6862,1,0.0494
20,4x3,norm,INT,0.05,0.5,8,0,0.6524,1,0.066
20,4x3,norm,PAR,0.01,0.5,8,0,0.4728,1,0.0088
20,4x3,norm,RNK,0.01,0.5,8,0,0.4312,1,0.015
20,4x3,norm,ART,0.01,0.5,8,0,0.45,1,0.009
20,4x3,norm,INT,0.01,0.5,8,0,0.4112,1,0.0168
20,4x3,norm,PAR,0.05,0,0,1.25,0.0536,0.0528,0.6696
20,4x3,norm,RNK,0.05,0,0,1.25,0.0548,0.0536,0.6388
20,4x3,norm,ART,0.05,0,0,1.25,0.0542,0.052,0.6414
20,4x3,norm,INT,0.05,0,0,1.25,0.0538,0.05,0.6672
20,4x3,norm,PAR,0.01,0,0,1.25,0.0108,0.011,0.4288
20,4x3,norm,RNK,0.01,0,0,1.25,0.0102,0.0086,0.4058
20,4x3,norm,ART,0.01,0,0,1.25,0.0108,0.009,0.4028
20,4x3,norm,INT,0.01,0,0,1.25,0.0114,0.0106,0.429
20,4x3,norm,PAR,0.05,0,1,1.25,0.0458,1,0.678
20,4x3,norm,RNK,0.05,0,1,1.25,0.048,1,0.6294
20,4x3,norm,ART,0.05,0,1,1.25,0.0464,1,0.648
20,4x3,norm,INT,0.05,0,1,1.25,0.0446,1,0.672
20,4x3,norm,PAR,0.01,0,1,1.25,0.0078,0.9998,0.4324
20,4x3,norm,RNK,0.01,0,1,1.25,0.0082,0.9996,0.3798
20,4x3,norm,ART,0.01,0,1,1.25,0.0084,0.9998,0.4136
20,4x3,norm,INT,0.01,0,1,1.25,0.0078,0.9996,0.4254
20,4x3,norm,PAR,0.05,0,2,1.25,0.0506,1,0.6608
20,4x3,norm,RNK,0.05,0,2,1.25,0.0552,1,0.5582
20,4x3,norm,ART,0.05,0,2,1.25,0.051,1,0.6368
20,4x3,norm,INT,0.05,0,2,1.25,0.0482,1,0.645
20,4x3,norm,PAR,0.01,0,2,1.25,0.013,1,0.4256
20,4x3,norm,RNK,0.01,0,2,1.25,0.012,1,0.3032
20,4x3,norm,ART,0.01,0,2,1.25,0.0118,1,0.4002
20,4x3,norm,INT,0.01,0,2,1.25,0.013,1,0.3962
20,4x3,norm,PAR,0.05,0,4,1.25,0.0496,1,0.661
20,4x3,norm,RNK,0.05,0,4,1.25,0.0734,1,0.473
20,4x3,norm,ART,0.05,0,4,1.25,0.0468,1,0.6306
20,4x3,norm,INT,0.05,0,4,1.25,0.0494,1,0.6166
20,4x3,norm,PAR,0.01,0,4,1.25,0.0098,1,0.4288
20,4x3,norm,RNK,0.01,0,4,1.25,0.0182,1,0.233
20,4x3,norm,ART,0.01,0,4,1.25,0.0104,1,0.4008
20,4x3,norm,INT,0.01,0,4,1.25,0.0102,1,0.3718
20,4x3,norm,PAR,0.05,0,8,1.25,0.0454,1,0.6548
20,4x3,norm,RNK,0.05,0,8,1.25,0.0682,1,0.4934
20,4x3,norm,ART,0.05,0,8,1.25,0.048,1,0.6256
20,4x3,norm,INT,0.05,0,8,1.25,0.0488,1,0.6288
20,4x3,norm,PAR,0.01,0,8,1.25,0.01,1,0.4244
20,4x3,norm,RNK,0.01,0,8,1.25,0.0186,1,0.257
20,4x3,norm,ART,0.01,0,8,1.25,0.0106,1,0.3926
20,4x3,norm,INT,0.01,0,8,1.25,0.0092,1,0.4006
20,4x3,lnorm,PAR,0.05,0.5,0,0,0.4624,0.04,0.0412
20,4x3,lnorm,RNK,0.05,0.5,0,0,0.6812,0.0488,0.049
20,4x3,lnorm,ART,0.05,0.5,0,0,0.668,0.103,0.0782
20,4x3,lnorm,INT,0.05,0.5,0,0,0.7062,0.0472,0.0512
20,4x3,lnorm,PAR,0.01,0.5,0,0,0.226,0.0048,0.0088
20,4x3,lnorm,RNK,0.01,0.5,0,0,0.459,0.0074,0.009
20,4x3,lnorm,ART,0.01,0.5,0,0,0.4448,0.0356,0.021
20,4x3,lnorm,INT,0.01,0.5,0,0,0.4838,0.0088,0.0082
20,4x3,lnorm,PAR,0.05,0.5,1,0,0.3898,0.9832,0.0806
20,4x3,lnorm,RNK,0.05,0.5,1,0,0.6964,1,0.0558
20,4x3,lnorm,ART,0.05,0.5,1,0,0.7592,1,0.2834
20,4x3,lnorm,INT,0.05,0.5,1,0,0.7204,1,0.0534
20,4x3,lnorm,PAR,0.01,0.5,1,0,0.174,0.9378,0.0252
20,4x3,lnorm,RNK,0.01,0.5,1,0,0.4528,0.9996,0.0128
20,4x3,lnorm,ART,0.01,0.5,1,0,0.5786,0.998,0.141
20,4x3,lnorm,INT,0.01,0.5,1,0,0.4798,1,0.0104
20,4x3,lnorm,PAR,0.05,0.5,2,0,0.3084,0.9998,0.1384
20,4x3,lnorm,RNK,0.05,0.5,2,0,0.6838,1,0.054
20,4x3,lnorm,ART,0.05,0.5,2,0,0.8828,1,0.632
20,4x3,lnorm,INT,0.05,0.5,2,0,0.71,1,0.0532
20,4x3,lnorm,PAR,0.01,0.5,2,0,0.1272,0.9972,0.0528
20,4x3,lnorm,RNK,0.01,0.5,2,0,0.4466,1,0.0128
20,4x3,lnorm,ART,0.01,0.5,2,0,0.776,1,0.4504
20,4x3,lnorm,INT,0.01,0.5,2,0,0.4656,1,0.0104
20,4x3,lnorm,PAR,0.05,0.5,4,0,0.2134,1,0.1928
20,4x3,lnorm,RNK,0.05,0.5,4,0,0.6684,1,0.0626
20,4x3,lnorm,ART,0.05,0.5,4,0,0.9642,1,0.912
20,4x3,lnorm,INT,0.05,0.5,4,0,0.6842,1,0.0498
20,4x3,lnorm,PAR,0.01,0.5,4,0,0.0772,0.9994,0.0912
20,4x3,lnorm,RNK,0.01,0.5,4,0,0.434,1,0.0124
20,4x3,lnorm,ART,0.01,0.5,4,0,0.9206,1,0.8128
20,4x3,lnorm,INT,0.01,0.5,4,0,0.4468,1,0.0092
20,4x3,lnorm,PAR,0.05,0.5,8,0,0.18,1,0.2254
20,4x3,lnorm,RNK,0.05,0.5,8,0,0.6874,1,0.06
20,4x3,lnorm,ART,0.05,0.5,8,0,0.9862,1,0.9644
20,4x3,lnorm,INT,0.05,0.5,8,0,0.6636,1,0.0652
20,4x3,lnorm,PAR,0.01,0.5,8,0,0.0586,0.9996,0.105
20,4x3,lnorm,RNK,0.01,0.5,8,0,0.4422,1,0.0116
20,4x3,lnorm,ART,0.01,0.5,8,0,0.9626,1,0.919
20,4x3,lnorm,INT,0.01,0.5,8,0,0.418,1,0.0142
20,4x3,lnorm,PAR,0.05,0,0,1.25,0.0422,0.0464,0.3744
20,4x3,lnorm,RNK,0.05,0,0,1.25,0.049,0.0528,0.64
20,4x3,lnorm,ART,0.05,0,0,1.25,0.1156,0.1226,0.6292
20,4x3,lnorm,INT,0.05,0,0,1.25,0.0492,0.0538,0.6582
20,4x3,lnorm,PAR,0.01,0,0,1.25,0.008,0.0088,0.1724
20,4x3,lnorm,RNK,0.01,0,0,1.25,0.008,0.0092,0.4032
20,4x3,lnorm,ART,0.01,0,0,1.25,0.0384,0.0468,0.4004
20,4x3,lnorm,INT,0.01,0,0,1.25,0.0086,0.0102,0.4242
20,4x3,lnorm,PAR,0.05,0,1,1.25,0.0886,0.9846,0.3738
20,4x3,lnorm,RNK,0.05,0,1,1.25,0.0508,1,0.617
20,4x3,lnorm,ART,0.05,0,1,1.25,0.433,0.9994,0.6798
20,4x3,lnorm,INT,0.05,0,1,1.25,0.0496,0.9998,0.6664
20,4x3,lnorm,PAR,0.01,0,1,1.25,0.0218,0.9434,0.1838
20,4x3,lnorm,RNK,0.01,0,1,1.25,0.0124,0.999,0.3862
20,4x3,lnorm,ART,0.01,0,1,1.25,0.2704,0.9976,0.4974
20,4x3,lnorm,INT,0.01,0,1,1.25,0.0106,0.999,0.4252
20,4x3,lnorm,PAR,0.05,0,2,1.25,0.1696,0.9992,0.3366
20,4x3,lnorm,RNK,0.05,0,2,1.25,0.0486,1,0.5656
20,4x3,lnorm,ART,0.05,0,2,1.25,0.7766,1,0.7978
20,4x3,lnorm,INT,0.05,0,2,1.25,0.045,1,0.648
20,4x3,lnorm,PAR,0.01,0,2,1.25,0.054,0.9972,0.1884
20,4x3,lnorm,RNK,0.01,0,2,1.25,0.0094,1,0.3066
20,4x3,lnorm,ART,0.01,0,2,1.25,0.6592,1,0.661
20,4x3,lnorm,INT,0.01,0,2,1.25,0.0072,1,0.4008
20,4x3,lnorm,PAR,0.05,0,4,1.25,0.2322,1,0.3154
20,4x3,lnorm,RNK,0.05,0,4,1.25,0.0764,1,0.4726
20,4x3,lnorm,ART,0.05,0,4,1.25,0.9446,1,0.9078
20,4x3,lnorm,INT,0.05,0,4,1.25,0.0586,1,0.6166
20,4x3,lnorm,PAR,0.01,0,4,1.25,0.079,0.9986,0.1748
20,4x3,lnorm,RNK,0.01,0,4,1.25,0.0208,1,0.2252
20,4x3,lnorm,ART,0.01,0,4,1.25,0.8844,1,0.8258
20,4x3,lnorm,INT,0.01,0,4,1.25,0.011,1,0.3726
20,4x3,lnorm,PAR,0.05,0,8,1.25,0.2636,1,0.3356
20,4x3,lnorm,RNK,0.05,0,8,1.25,0.0766,1,0.509
20,4x3,lnorm,ART,0.05,0,8,1.25,0.9794,1,0.9582
20,4x3,lnorm,INT,0.05,0,8,1.25,0.051,1,0.6384
20,4x3,lnorm,PAR,0.01,0,8,1.25,0.0956,0.9998,0.1936
20,4x3,lnorm,RNK,0.01,0,8,1.25,0.0164,1,0.2682
20,4x3,lnorm,ART,0.01,0,8,1.25,0.9498,1,0.91
20,4x3,lnorm,INT,0.01,0,8,1.25,0.0118,1,0.4088
20,4x3,exp,PAR,0.05,0.5,0,0,0.64,0.0506,0.0486
20,4x3,exp,RNK,0.05,0.5,0,0,0.5582,0.0518,0.0484
20,4x3,exp,ART,0.05,0.5,0,0,0.5798,0.0774,0.0626
20,4x3,exp,INT,0.05,0.5,0,0,0.5768,0.0496,0.0464
20,4x3,exp,PAR,0.01,0.5,0,0,0.3862,0.0096,0.0098
20,4x3,exp,RNK,0.01,0.5,0,0,0.3264,0.0106,0.0098
20,4x3,exp,ART,0.01,0.5,0,0,0.3528,0.0194,0.016
20,4x3,exp,INT,0.01,0.5,0,0,0.349,0.0096,0.0098
20,4x3,exp,PAR,0.05,0.5,1,0,0.5658,1,0.0978
20,4x3,exp,RNK,0.05,0.5,1,0,0.5518,1,0.0536
20,4x3,exp,ART,0.05,0.5,1,0,0.7076,0.9996,0.2398
20,4x3,exp,INT,0.05,0.5,1,0,0.5672,1,0.0498
20,4x3,exp,PAR,0.01,0.5,1,0,0.315,0.9976,0.0298
20,4x3,exp,RNK,0.01,0.5,1,0,0.3198,0.996,0.0112
20,4x3,exp,ART,0.01,0.5,1,0,0.5146,0.9968,0.111
20,4x3,exp,INT,0.01,0.5,1,0,0.3346,0.997,0.0136
20,4x3,exp,PAR,0.05,0.5,2,0,0.437,1,0.1808
20,4x3,exp,RNK,0.05,0.5,2,0,0.5364,1,0.0562
20,4x3,exp,ART,0.05,0.5,2,0,0.8734,1,0.6004
20,4x3,exp,INT,0.05,0.5,2,0,0.554,1,0.0548
20,4x3,exp,PAR,0.01,0.5,2,0,0.2124,1,0.0794
20,4x3,exp,RNK,0.01,0.5,2,0,0.3042,1,0.013
20,4x3,exp,ART,0.01,0.5,2,0,0.759,1,0.4142
20,4x3,exp,INT,0.01,0.5,2,0,0.3164,1,0.0124
20,4x3,exp,PAR,0.05,0.5,4,0,0.3158,1,0.2624
20,4x3,exp,RNK,0.05,0.5,4,0,0.5082,1,0.0582
20,4x3,exp,ART,0.05,0.5,4,0,0.9678,1,0.9164
20,4x3,exp,INT,0.05,0.5,4,0,0.531,1,0.0506
20,4x3,exp,PAR,0.01,0.5,4,0,0.1344,1,0.1312
20,4x3,exp,RNK,0.01,0.5,4,0,0.2818,1,0.0144
20,4x3,exp,ART,0.01,0.5,4,0,0.9096,1,0.812
20,4x3,exp,INT,0.01,0.5,4,0,0.301,1,0.0124
20,4x3,exp,PAR,0.05,0.5,8,0,0.2456,1,0.2766
20,4x3,exp,RNK,0.05,0.5,8,0,0.506,1,0.056
20,4x3,exp,ART,0.05,0.5,8,0,0.983,1,0.9676
20,4x3,exp,INT,0.05,0.5,8,0,0.5114,1,0.0584
20,4x3,exp,PAR,0.01,0.5,8,0,0.0912,1,0.143
20,4x3,exp,RNK,0.01,0.5,8,0,0.2784,1,0.0148
20,4x3,exp,ART,0.01,0.5,8,0,0.9574,1,0.9164
20,4x3,exp,INT,0.01,0.5,8,0,0.2754,1,0.0134
20,4x3,exp,PAR,0.05,0,0,1.25,0.0466,0.0506,0.5812
20,4x3,exp,RNK,0.05,0,0,1.25,0.053,0.0462,0.4984
20,4x3,exp,ART,0.05,0,0,1.25,0.0846,0.0766,0.5332
20,4x3,exp,INT,0.05,0,0,1.25,0.0518,0.0456,0.526
20,4x3,exp,PAR,0.01,0,0,1.25,0.0084,0.0092,0.3372
20,4x3,exp,RNK,0.01,0,0,1.25,0.012,0.009,0.2698
20,4x3,exp,ART,0.01,0,0,1.25,0.0234,0.0216,0.3122
20,4x3,exp,INT,0.01,0,0,1.25,0.012,0.0094,0.2904
20,4x3,exp,PAR,0.05,0,1,1.25,0.1246,0.9994,0.5066
20,4x3,exp,RNK,0.05,0,1,1.25,0.0508,0.9992,0.478
20,4x3,exp,ART,0.05,0,1,1.25,0.366,0.999,0.6322
20,4x3,exp,INT,0.05,0,1,1.25,0.052,0.9994,0.5096
20,4x3,exp,PAR,0.01,0,1,1.25,0.0404,0.997,0.2972
20,4x3,exp,RNK,0.01,0,1,1.25,0.0098,0.9934,0.2548
20,4x3,exp,ART,0.01,0,1,1.25,0.2038,0.9954,0.4412
20,4x3,exp,INT,0.01,0,1,1.25,0.0108,0.9962,0.2848
20,4x3,exp,PAR,0.05,0,2,1.25,0.2528,1,0.4556
20,4x3,exp,RNK,0.05,0,2,1.25,0.052,1,0.4192
20,4x3,exp,ART,0.05,0,2,1.25,0.7568,1,0.7958
20,4x3,exp,INT,0.05,0,2,1.25,0.0548,1,0.4806
20,4x3,exp,PAR,0.01,0,2,1.25,0.09,1,0.2874
20,4x3,exp,RNK,0.01,0,2,1.25,0.0082,1,0.1974
20,4x3,exp,ART,0.01,0,2,1.25,0.6132,1,0.6548
20,4x3,exp,INT,0.01,0,2,1.25,0.0072,1,0.2496
20,4x3,exp,PAR,0.05,0,4,1.25,0.3352,1,0.424
20,4x3,exp,RNK,0.05,0,4,1.25,0.07,1,0.3414
20,4x3,exp,ART,0.05,0,4,1.25,0.9464,1,0.9234
20,4x3,exp,INT,0.05,0,4,1.25,0.058,1,0.4574
20,4x3,exp,PAR,0.01,0,4,1.25,0.1428,1,0.2542
20,4x3,exp,RNK,0.01,0,4,1.25,0.0172,1,0.1404
20,4x3,exp,ART,0.01,0,4,1.25,0.8842,1,0.8314
20,4x3,exp,INT,0.01,0,4,1.25,0.0124,1,0.2312
20,4x3,exp,PAR,0.05,0,8,1.25,0.3408,1,0.425
20,4x3,exp,RNK,0.05,0,8,1.25,0.0622,1,0.3612
20,4x3,exp,ART,0.05,0,8,1.25,0.9788,1,0.959
20,4x3,exp,INT,0.05,0,8,1.25,0.0514,1,0.4942
20,4x3,exp,PAR,0.01,0,8,1.25,0.1458,1,0.26
20,4x3,exp,RNK,0.01,0,8,1.25,0.0142,1,0.1586
20,4x3,exp,ART,0.01,0,8,1.25,0.9464,1,0.9082
20,4x3,exp,INT,0.01,0,8,1.25,0.0096,1,0.2694
20,4x3,binom,PAR,0.05,0.5,0,0,0.6606,0.0516,0.051
20,4x3,binom,RNK,0.05,0.5,0,0,0.6332,0.0488,0.052
20,4x3,binom,ART,0.05,0.5,0,0,0.6348,0.094,0.0788
20,4x3,binom,INT,0.05,0.5,0,0,0.6578,0.0504,0.0518
20,4x3,binom,PAR,0.01,0.5,0,0,0.4124,0.0114,0.0086
20,4x3,binom,RNK,0.01,0.5,0,0,0.3804,0.0094,0.0094
20,4x3,binom,ART,0.01,0.5,0,0,0.4172,0.0282,0.0196
20,4x3,binom,INT,0.01,0.5,0,0,0.41,0.01,0.0096
20,4x3,binom,PAR,0.05,0.5,1,0,0.6496,0.9998,0.0908
20,4x3,binom,RNK,0.05,0.5,1,0,0.601,0.9998,0.0612
20,4x3,binom,ART,0.05,0.5,1,0,0.6948,0.9998,0.1572
20,4x3,binom,INT,0.05,0.5,1,0,0.642,0.9998,0.0764
20,4x3,binom,PAR,0.01,0.5,1,0,0.4082,0.9986,0.025
20,4x3,binom,RNK,0.01,0.5,1,0,0.3662,0.9974,0.014
20,4x3,binom,ART,0.01,0.5,1,0,0.4864,0.9946,0.0512
20,4x3,binom,INT,0.01,0.5,1,0,0.3988,0.9982,0.0164
20,4x3,binom,PAR,0.05,0.5,2,0,0.601,1,0.1804
20,4x3,binom,RNK,0.05,0.5,2,0,0.5272,1,0.0854
20,4x3,binom,ART,0.05,0.5,2,0,0.8074,1,0.4454
20,4x3,binom,INT,0.05,0.5,2,0,0.5878,1,0.121
20,4x3,binom,PAR,0.01,0.5,2,0,0.3584,1,0.0804
20,4x3,binom,RNK,0.01,0.5,2,0,0.2906,1,0.0218
20,4x3,binom,ART,0.01,0.5,2,0,0.6436,1,0.2384
20,4x3,binom,INT,0.01,0.5,2,0,0.3408,1,0.04
20,4x3,binom,PAR,0.05,0.5,4,0,0.5396,1,0.3636
20,4x3,binom,RNK,0.05,0.5,4,0,0.4256,1,0.1494
20,4x3,binom,ART,0.05,0.5,4,0,0.9436,1,0.8468
20,4x3,binom,INT,0.05,0.5,4,0,0.5068,1,0.25
20,4x3,binom,PAR,0.01,0.5,4,0,0.303,1,0.2078
20,4x3,binom,RNK,0.01,0.5,4,0,0.2112,1,0.049
20,4x3,binom,ART,0.01,0.5,4,0,0.8584,1,0.7108
20,4x3,binom,INT,0.01,0.5,4,0,0.2796,1,0.112
20,4x3,binom,PAR,0.05,0.5,8,0,0.4972,1,0.477
20,4x3,binom,RNK,0.05,0.5,8,0,0.3792,1,0.3086
20,4x3,binom,ART,0.05,0.5,8,0,0.9824,1,0.9456
20,4x3,binom,INT,0.05,0.5,8,0,0.4678,1,0.4104
20,4x3,binom,PAR,0.01,0.5,8,0,0.2706,1,0.3132
20,4x3,binom,RNK,0.01,0.5,8,0,0.1754,1,0.1634
20,4x3,binom,ART,0.01,0.5,8,0,0.9456,1,0.8886
20,4x3,binom,INT,0.01,0.5,8,0,0.2458,1,0.2464
20,4x3,binom,PAR,0.05,0,0,1.25,0.0528,0.048,0.606
20,4x3,binom,RNK,0.05,0,0,1.25,0.0498,0.0454,0.5728
20,4x3,binom,ART,0.05,0,0,1.25,0.1126,0.101,0.5936
20,4x3,binom,INT,0.05,0,0,1.25,0.0516,0.0452,0.6048
20,4x3,binom,PAR,0.01,0,0,1.25,0.0106,0.0076,0.3718
20,4x3,binom,RNK,0.01,0,0,1.25,0.0106,0.0092,0.324
20,4x3,binom,ART,0.01,0,0,1.25,0.0358,0.0304,0.3742
20,4x3,binom,INT,0.01,0,0,1.25,0.0102,0.0088,0.361
20,4x3,binom,PAR,0.05,0,1,1.25,0.1178,1,0.5856
20,4x3,binom,RNK,0.05,0,1,1.25,0.0748,0.9998,0.5188
20,4x3,binom,ART,0.05,0,1,1.25,0.2422,0.999,0.6268
20,4x3,binom,INT,0.05,0,1,1.25,0.0924,0.9998,0.5722
20,4x3,binom,PAR,0.01,0,1,1.25,0.0338,0.9986,0.3748
20,4x3,binom,RNK,0.01,0,1,1.25,0.018,0.997,0.289
20,4x3,binom,ART,0.01,0,1,1.25,0.104,0.9946,0.417
20,4x3,binom,INT,0.01,0,1,1.25,0.0236,0.9986,0.3452
20,4x3,binom,PAR,0.05,0,2,1.25,0.2792,1,0.582
20,4x3,binom,RNK,0.05,0,2,1.25,0.1102,1,0.4414
20,4x3,binom,ART,0.05,0,2,1.25,0.6054,1,0.745
20,4x3,binom,INT,0.05,0,2,1.25,0.182,1,0.5434
20,4x3,binom,PAR,0.01,0,2,1.25,0.1258,1,0.4066
20,4x3,binom,RNK,0.01,0,2,1.25,0.0322,1,0.2266
20,4x3,binom,ART,0.01,0,2,1.25,0.4106,1,0.5734
20,4x3,binom,INT,0.01,0,2,1.25,0.0602,1,0.3378
20,4x3,binom,PAR,0.05,0,4,1.25,0.5402,1,0.6228
20,4x3,binom,RNK,0.05,0,4,1.25,0.232,1,0.3886
20,4x3,binom,ART,0.05,0,4,1.25,0.9138,1,0.8824
20,4x3,binom,INT,0.05,0,4,1.25,0.3974,1,0.5462
20,4x3,binom,PAR,0.01,0,4,1.25,0.3348,1,0.4708
20,4x3,binom,RNK,0.01,0,4,1.25,0.096,1,0.1998
20,4x3,binom,ART,0.01,0,4,1.25,0.809,1,0.7692
20,4x3,binom,INT,0.01,0,4,1.25,0.1956,1,0.3686
20,4x3,binom,PAR,0.05,0,8,1.25,0.6432,1,0.6784
20,4x3,binom,RNK,0.05,0,8,1.25,0.4602,1,0.5144
20,4x3,binom,ART,0.05,0,8,1.25,0.972,1,0.9394
20,4x3,binom,INT,0.05,0,8,1.25,0.5796,1,0.6222
20,4x3,binom,PAR,0.01,0,8,1.25,0.428,1,0.5384
20,4x3,binom,RNK,0.01,0,8,1.25,0.2476,1,0.3558
20,4x3,binom,ART,0.01,0,8,1.25,0.9252,1,0.8732
20,4x3,binom,INT,0.01,0,8,1.25,0.3574,1,0.4732
20,4x3,poisson,PAR,0.05,0.5,0,0,0.9924,0.0502,0.053
20,4x3,poisson,RNK,0.05,0.5,0,0,0.988,0.0502,0.0554
20,4x3,poisson,ART,0.05,0.5,0,0,0.987,0.0602,0.0668
20,4x3,poisson,INT,0.05,0.5,0,0,0.99,0.0502,0.0548
20,4x3,poisson,PAR,0.01,0.5,0,0,0.9658,0.008,0.0096
20,4x3,poisson,RNK,0.01,0.5,0,0,0.9532,0.0084,0.012
20,4x3,poisson,ART,0.01,0.5,0,0,0.9484,0.0108,0.0132
20,4x3,poisson,INT,0.01,0.5,0,0,0.9608,0.008,0.0106
20,4x3,poisson,PAR,0.05,0.5,1,0,0.9926,1,0.2736
20,4x3,poisson,RNK,0.05,0.5,1,0,0.983,1,0.0752
20,4x3,poisson,ART,0.05,0.5,1,0,0.9908,1,0.3348
20,4x3,poisson,INT,0.05,0.5,1,0,0.99,1,0.1008
20,4x3,poisson,PAR,0.01,0.5,1,0,0.9664,1,0.1114
20,4x3,poisson,RNK,0.01,0.5,1,0,0.9332,1,0.0162
20,4x3,poisson,ART,0.01,0.5,1,0,0.9622,1,0.1584
20,4x3,poisson,INT,0.01,0.5,1,0,0.959,1,0.0228
20,4x3,poisson,PAR,0.05,0.5,2,0,0.9836,1,0.6506
20,4x3,poisson,RNK,0.05,0.5,2,0,0.9428,1,0.1316
20,4x3,poisson,ART,0.05,0.5,2,0,0.9946,1,0.8322
20,4x3,poisson,INT,0.05,0.5,2,0,0.974,1,0.2168
20,4x3,poisson,PAR,0.01,0.5,2,0,0.9356,1,0.4334
20,4x3,poisson,RNK,0.01,0.5,2,0,0.8362,1,0.0448
20,4x3,poisson,ART,0.01,0.5,2,0,0.9836,1,0.6562
20,4x3,poisson,INT,0.01,0.5,2,0,0.9142,1,0.079
20,4x3,poisson,PAR,0.05,0.5,4,0,0.9652,1,0.878
20,4x3,poisson,RNK,0.05,0.5,4,0,0.7874,1,0.3104
20,4x3,poisson,ART,0.05,0.5,4,0,1,1,0.997
20,4x3,poisson,INT,0.05,0.5,4,0,0.921,1,0.6168
20,4x3,poisson,PAR,0.01,0.5,4,0,0.8664,1,0.735
20,4x3,poisson,RNK,0.01,0.5,4,0,0.6112,1,0.1324
20,4x3,poisson,ART,0.01,0.5,4,0,0.9986,1,0.9812
20,4x3,poisson,INT,0.01,0.5,4,0,0.7962,1,0.381
20,4x3,poisson,PAR,0.05,0.5,8,0,0.9384,1,0.9164
20,4x3,poisson,RNK,0.05,0.5,8,0,0.8116,1,0.648
20,4x3,poisson,ART,0.05,0.5,8,0,1,1,0.9998
20,4x3,poisson,INT,0.05,0.5,8,0,0.9152,1,0.8482
20,4x3,poisson,PAR,0.01,0.5,8,0,0.8208,1,0.8118
20,4x3,poisson,RNK,0.01,0.5,8,0,0.6206,1,0.4686
20,4x3,poisson,ART,0.01,0.5,8,0,1,1,0.9982
20,4x3,poisson,INT,0.01,0.5,8,0,0.7756,1,0.693
20,4x3,poisson,PAR,0.05,0,0,1.25,0.0596,0.0592,0.9918
20,4x3,poisson,RNK,0.05,0,0,1.25,0.0512,0.0508,0.9828
20,4x3,poisson,ART,0.05,0,0,1.25,0.08,0.0728,0.984
20,4x3,poisson,INT,0.05,0,0,1.25,0.0532,0.0534,0.9888
20,4x3,poisson,PAR,0.01,0,0,1.25,0.0128,0.0148,0.9662
20,4x3,poisson,RNK,0.01,0,0,1.25,0.0106,0.0106,0.9388
20,4x3,poisson,ART,0.01,0,0,1.25,0.0202,0.0192,0.9406
20,4x3,poisson,INT,0.01,0,0,1.25,0.0102,0.0132,0.9556
20,4x3,poisson,PAR,0.05,0,1,1.25,0.4346,1,0.9762
20,4x3,poisson,RNK,0.05,0,1,1.25,0.098,1,0.9632
